LOOKAHEAD,TP,SL,THRESH,Score,Validation_Precision,Precision_Std,Base_Rate,Excess_Precision,Precision_Lift,Breakeven_Precision,Edge_vs_Breakeven,Trades,Valid_Folds,Avg_Return,Avg_Holding_Days,Expectancy_Per_Day,Timeout_Rate,Research_Status,Pass_Tradeable_Rule,Ticker,Profile,Feature_Set,Experiment_Mode,Rows,Reject_Note,Setup_Source,Evaluated_Setups,Score_Delta_vs_Baseline,Validation_Precision_Delta_vs_Baseline,Excess_Precision_Delta_vs_Baseline,Edge_vs_Breakeven_Delta_vs_Baseline,Avg_Return_Delta_vs_Baseline,Expectancy_Per_Day_Delta_vs_Baseline,Avg_Holding_Days_Delta_vs_Baseline,Timeout_Rate_Delta_vs_Baseline,Trades_Delta_vs_Baseline
20,0.1,-0.07,0.5,-0.06473308862829455,0.23943661971830985,0.24860139556576497,0.2264957264957265,0.01294089322258335,1.0571352597493369,0.411764705882353,-0.17232808616404313,142,3,0.009961016632002289,14.598591549295774,0.0006823272366847248,0.44366197183098594,RESEARCH_EDGE,False,CTD,SWING,candidate_recovery_valuation_v1,fixed_setup,314,,setup_diagnostics_fallback,,,,,,,,,,
20,0.08,-0.05,0.7,0.17635903396428027,0.4180327868852459,0.16409981571605675,0.26495726495726496,0.15307552192798096,1.5777366413218896,0.38461538461538464,0.033417402269861285,122,3,0.02712788398401818,11.581967213114755,0.002342251837059068,0.2459016393442623,TRADEABLE_EDGE,True,CTD,SWING,candidate_recovery_valuation_v1,reoptimized,314,,profile_grid_search,60.0,,,,,,,,,
